title,text,url,label
Gachagua declares himself frontrunner for opposition’s 2027 presidential ticket,"“Everyone who wants to be president has been told: go and look for your votes. Mobilize your supporters. After Christmas next year, we will meet and decide who carries the flag—just one candidate to face William Ruto,” he said in Swahili.",https://www.citizen.digital/news/gachagua-declares-himself-frontrunner-for-oppositions-2027-presidential-ticket-n366701,real
Boniface Mwangi freed on Ksh.1M bond over ammunition charges,"“On 19th July, 2025, at Mageuzi Hub, in Nairobi County within the Republic of Kenya, you were found in possession of noxious substances to wit three Teargas canisters without [sic] lawful authority,” the charge sheet reads, “…you were found in possession of one round of a 7.62 x51mm blank ammunition without lawful authority.”",https://www.citizen.digital/news/boniface-mwangi-freed-on-ksh1m-bond-over-ammunition-charges-n366682,real
"KRA announces recruitment drive for commissioners, managers","The transformation, according to KRA, will enhance its workforce capacity which is currently over 9000 staff as well as bolstering its ability to navigate tax administration complexities, consistently deliver high quality services and offer a swift response to emerging challenges.",https://www.citizen.digital/business/kra-announces-recruitment-drive-for-commissioners-managers-n366685,real
"'Stop killing the youth!' Residents, leaders demand as man killed by police is buried in Kirinyaga","Emotions ran high during the burial of Peter Kinyua, 21, who was killed during the Saba Saba protests. Kirinyaga leaders strongly condemned the killing and injuring of young people during the Gen Z-led protests.",https://www.citizen.digital/news/stop-killing-the-youth-residents-leaders-demand-as-man-killed-by-police-is-buried-in-kirinyaga-n366695,real
"Ichung’wah, Osoro slam Gachagua over U.S. remarks urging diaspora to halt remittances","“We want to ask those who are bad mouthing our country outside the country to try to be patriotic, not for the sake of the leaders but for the sake of the country,” said Ichung’wah.",https://www.citizen.digital/news/ichungwah-osoro-slam-gachagua-over-us-remarks-urging-diaspora-to-halt-remittances-n366696,real
"MoH revokes irregular nursing internship placements, suspends nursing council CEO",The scandal highlights growing concerns over regulatory oversight within Kenya’s health education sector and comes at a time when the integrity of public service recruitment is under national scrutiny. The Ministry stated that this action is intended to safeguard professional standards and protect the rights of nursing graduates and the public.,https://www.citizen.digital/news/moh-revokes-irregular-nursing-internship-placements-suspends-nursing-council-ceo-n366699,real
Court orders KNH to produce medical records in double murder probe,"Kalombotole is accused of killing two fellow patients, including 38-year-old Edward Maingi, who was bedridden at the time after suffering a stroke. A postmortem conducted at the Kenyatta Funeral Home confirmed that Maingi died from excessive bleeding caused by deep throat lacerations.

“Edward died from excessive bleeding caused by severe cuts to the neck. He was bedridden and under medical care at the time of the attack,” revealed a forensic pathologist.

In a miscellaneous application, investigators sought extended custody to allow for DNA sampling from Kalombotole, which will be compared to evidence recovered from the crime scene and the victim’s body. They also cited standard police procedures such as fingerprinting and statement recording as ongoing investigative needs.",https://www.citizen.digital/news/court-orders-knh-to-produce-medical-records-in-double-murder-probe-n366700,real
President Ruto’s shifting blame: From opposition to parents in Gen Z protest fallout,"Speaking during a church service at the AIC Bomani in Machakos County on Sunday, the President suggested that parental failure may have contributed to the chaos witnessed during recent demonstrations. The Head of State criticized parents for what he described as neglecting their duty to guide and discipline their children.

“Every parent, including me, I take time to parent my children — and so must everybody,” President Ruto said. “The police are trained to deal with criminals. They are not trained in parenting.”

“Let us not use, misuse or abuse our children by inciting them to cause violence or destroy property. Asiye funzwa na mzazi wake hufunzwa na...” he said, trailing off in a proverb suggesting that discipline deferred by parents ends up being enforced by society.

He went further, urging families not to “misuse” children by allowing them to participate in violent protests.The President’s remarks mark a continuation of a broader pattern in which he has assigned blame to various entities for the sustained unrest that began last year. The list of targets has included the political opposition, civil society organizations, religious institutions, and even international donors.",https://www.citizen.digital/news/president-rutos-shifting-blame-from-opposition-to-parents-in-gen-z-protest-fallout-n366697,real
Telecom expert places missing Nakuru fisherman at same location as KWS officers on day of disappearance,"Hassan Salado, a data analyst and the sixth witness in the ongoing trial, told the court that Odhiambo’s phone signal was traced to the Kivumbini area of Nakuru East between 10:00 a.m. and 10:55 a.m. on January 18, 2025—matching the exact location and time frame as the mobile phones belonging to four KWS officers charged in connection with the case.

“On the 18th of January 2025, the location of the missing person and the suspects are the same, from 10:00 a.m. to 10:55 a.m.,” Salado testified.

Salado revealed that he received three call data requests from the Nakuru East Sub-County Directorate of Criminal Investigations (DCI) between January 10 and 21, focusing on phone records belonging to Odhiambo and KWS rangers Alexander Lorogoi, Isaac Odhiambo, Michael Wabukala, and Evans Kipsang.",https://www.citizen.digital/news/telecom-expert-places-missing-nakuru-fisherman-at-same-location-as-kws-officers-on-day-of-disappearance-n366702,real
Jentrix Shikangwa trains eyes in Europe after parting ways with Simba SC,"“I also want to thank Simba for giving me the opportunity to play for them. Emerging top scorer in my first season and first runners up in the second season isn’t a joke but it translates to hard work, focus and determination. I just want to thank them a lot and promise to be back if they need me in case I miss an opportunity for greener pastures.”",https://www.citizen.digital/sports/jentrix-shikangwa-trains-eyes-in-europe-after-parting-ways-with-simba-sc-n366689,real
"Arteta coy on Gyokeres, but says 'a lot of time left' for transfers",Arteta is acutely aware that Arsenal have not won the Premier League since 2004 and that his squad need to go one better after finishing second in each of the past three seasons.,https://www.citizen.digital/sports/arteta-coy-on-gyokeres-but-says-a-lot-of-time-left-for-transfers-n366676,real
Korir: AK to send more than 50 athletes to the Tokyo Worlds,"“We are planning to take more than 52 athletes to the championship but that number could rise to 64 if everyone qualifies, we know we have the talent in Kenya and the trials are going to be very competitive,” he said. “I can assure you on that. It is the why they call it a mini world championship.”",https://www.citizen.digital/sports/korir-ak-to-send-more-than-50-athletes-to-the-tokyo-worlds-n366688,real
Inside Kenya’s silent war: The secret battle against terror in Boni Forest and beyond,"Masalani protects more than security—it guards the LAPSSET corridor, a lifeline for regional trade. Here, HUMINT—Human Intelligence—is the cornerstone. Embedded agents operate within local communities, turning whispers into actionable intel. Local residents, once skeptical, are now allies in the mission. Despite murmurs from a few political figures, many locals have embraced this shift, recognizing its potential to open up the north and bring long-absent development.",https://www.citizen.digital/news/inside-kenyas-silent-war-the-secret-battle-against-terror-in-boni-forest-and-beyond-n366651,real
At least 16 killed as Bangladesh fighter jet crashes into school,"""The loss suffered by the Air Force, the students, parents, teachers, and staff of Milestone School and College, as well as others affected by this accident, is irreparable,"" he said.",https://www.citizen.digital/news/at-least-16-killed-as-bangladesh-fighter-jet-crashes-into-school-n366687,real
Israeli strike on Gaza's only Catholic church kills two,"A view of the damage to the Holy Family church in Gaza City following an Israeli strike on the church, in the Zeitoun neighbourhood of Gaza City on July 17, 2025. An Israeli strike on Gaza's only Catholic church killed two people on July 17, the Latin Patriarchate of Jerusalem said, as Israel said it ""never targets"" religious sites and regretted any harm to civilians. (Photo by Omar AL-QATTAA / AFP)",https://www.citizen.digital/news/israeli-strike-on-gazas-only-catholic-church-kills-two-n366494,real
"UN, Netherlands cancel LGBTQ event in Senegal after government warning","Anti-gay laws are in place in many conservative West African countries, including Senegal, where anyone who commits an ""act against nature"" with someone of the same sex can be punished by up to five years in prison.",https://www.citizen.digital/news/un-netherlands-cancel-lgbtq-event-in-senegal-after-government-warning-n366194,real
Cameroon sets presidential election date for October 12,"Several longstanding supporters of Biya appear to be distancing themselves from the 92-year-old head of state, who has ruled the west African country with an iron fist for nearly 43 years.",https://www.citizen.digital/news/cameroon-sets-presidential-election-date-for-october-12-n366193,real
"Ukraine says four killed in massive Russian drone, missile attack","Moscow says its aim in Ukraine is to get rid of the ""root causes"" of the conflict and has demanded that Kyiv give up its NATO ambitions.",https://www.citizen.digital/news/ukraine-says-four-killed-in-massive-russian-drone-missile-attack-n366192,real
Madagascar court sentences man to be castrated for raping child,Surgical castration has been carried out on some sex offenders in the Czech Republic and Germany with the consent of the defendant. Louisiana last year became the first U.S. state to mandate the procedure for some sex crimes against minors.,https://www.citizen.digital/news/madagascar-court-sentences-man-to-be-castrated-for-raping-child-n366151,real
Death toll rises to four in Red Sea Huthi ship attack: EU naval force,"It was the second such attack on maritime shipping in the vital waterway in as many days after months of hiatus, marking a return to the rebels' campaign against shipping they accuse of having links to Israel.",https://www.citizen.digital/news/death-toll-rises-to-four-in-red-sea-huthi-ship-attack-eu-naval-force-n366152,real
"Haiti gang violence claims 5,000 lives in less than a year, UN report","""Human rights abuses outside Port-au-Prince are intensifying in areas of the country where the presence of the State is extremely limited,"" U.N. resident and humanitarian coordinator in Haiti, Ulrika Richardson, said in a press release on the report.",https://www.citizen.digital/news/haiti-gang-violence-claims-5000-lives-in-less-than-a-year-un-report-n366149,real
Thousands of Sudanese families flee 7 States fearing arrests,"A leaked document from the National Congress Party’s ‘High Security Committee’ reportedly contains secret instructions to expedite the demolition of Nubian areas under the pretext of zoning violations. The document, signed by the acting deputy governor of Khartoum in charge of land affairs - a known figure in the Islamic Movement’s inner circle - also stipulates that alternative housing be offered exclusively to Islamist loyalists.",https://www.citizen.digital/news/thousands-of-sudanese-families-flee-7-states-fearing-arrests-n366147,real
France detains two for parachuting off Eiffel Tower,"Police also detained a third person who had been near the monument but had not taken part in the climb, the source said.",https://www.citizen.digital/news/france-detains-two-for-parachuting-off-eiffel-tower-n366085,real
Pope Leo takes first action to address abuse by Catholic clergy,"O'Malley praised the appointment, saying in a statement Verny is ""a collaborative leader committed to advancing the global adoption of protection and safeguarding, to as best as possible assure the safety of those in the care of the Church throughout the world"".",https://www.citizen.digital/news/pope-leo-takes-first-action-to-address-abuse-by-catholic-clergy-n365808,real
"Japan braces for more quakes, authorities dismiss doomsday hype","A sales banner written by the store reading 'Whether you believe it or not is up to you' is displayed next to the comic book titled 'The Future I saw', authored by manga artist Ryo Tatsuki, on the shelf at the book store Village Vanguard in Tokyo, Japan June 30, 2025. REUTERS/Issei Kato",https://www.citizen.digital/news/japan-braces-for-more-quakes-authorities-dismiss-doomsday-hype-n365811,real
"Trump 'very unhappy' with Putin on Ukraine, hints at sanctions","""It's a very tough situation. I told you I was very unhappy with my call with President Putin. He wants to go all the way, just keep killing people, it's no good,"" Trump told reporters aboard Air Force One.",https://www.citizen.digital/news/trump-very-unhappy-with-putin-on-ukraine-hints-at-sanctions-n365778,real
Putin hits Ukraine with largest barrage of war after Trump call,"""All of this is clear evidence that without truly large-scale pressure, Russia will not change its dumb, destructive behaviour,"" he added, urging the United States in particular to ramp up pressure on Moscow.",https://www.citizen.digital/news/putin-hits-ukraine-with-largest-barrage-of-war-after-trump-call-n365738,real
Russia becomes first country to recognise Taliban government of Afghanistan,"The Taliban says it is working to wipe out the presence of the Islamic State in Afghanistan.

Western diplomats say the Taliban's path towards wider international recognition is blocked until it changes course on women's rights. The Taliban has closed high schools and universities to girls and women and placed restrictions on their movement without a male guardian. It says it respects women's rights in line with its strict interpretation of Islamic law.",https://www.citizen.digital/news/russia-becomes-first-country-to-recognise-taliban-government-of-afghanistan-n365735,real
Gangs now control 90% of Haitian capital: UN,"""The options we have on the table now will be considerably less costly and complex than if there is a total collapse of state presence,"" he said, referring to the Secretary-general Antonio Guterres's proposal to create a UN mission to provide logistical support for the Kenya-led force.",https://www.citizen.digital/news/gangs-now-control-90-of-haitian-capital-un-n365648,real
Microsoft laying off several thousand employees,"The company, which is advancing in its plans to deploy AI across all its products, said it was working to ""empower employees to spend more time focusing on meaningful work by leveraging new technologies and capabilities.""",https://www.citizen.digital/news/microsoft-laying-off-several-thousand-employees-n365643,real
"Musk, Trump reignite social media feud over big spending bill","Trump says he anticipates Musk criticizing him personally.

""Look, Elon and I had a great relationship. I don't know if we will anymore,"" Trump said in the Oval Office. ""He said the most beautiful things about me, and he hasn't said bad about me personally, but I'm sure that'll be next. But I'm, I'm very disappointed in Elon. I've helped Elon a lot.""",https://www.citizen.digital/news/musk-trump-reignite-social-media-feud-over-big-spending-bill-n365564,real
Somalia rolls out US-backed biometric border system to tackle human trafficking,"The system, known as Personal Identification Secure Comparison and Evaluation System (PISCES) screening platform will be fully operational at Somalia’s major ports of entry in an initiative that is part of a broader package of reforms supported by the U.S. government to strengthen Somalia’s border security and migration management capabilities.",https://www.citizen.digital/news/somalia-rolls-out-us-backed-biometric-border-system-to-tackle-human-trafficking-n365548,real
Somalia steps up maritime development with Turkish support,"For Somalia, enhancing maritime governance and infrastructure is not only a national security priority but a foundation for economic transformation. The government envisions turning the country into a regional logistics and trade hub, leveraging its strategic location on the Indian Ocean.",https://www.citizen.digital/news/somalia-steps-up-maritime-development-with-turkish-support-n365546,real
